CMDLINE C:\Python\311\python.exe Vamprior_4branch.py
MEM 949.480469 1721046192.5315
MEM 947.539062 1721046192.6322
MEM 943.730469 1721046192.7329
MEM 950.554688 1721046192.8336
MEM 962.160156 1721046192.9345
MEM 963.410156 1721046193.0355
MEM 962.234375 1721046193.1359
MEM 962.238281 1721046193.2364
MEM 962.242188 1721046193.3368
MEM 962.257812 1721046193.4370
MEM 962.257812 1721046193.5381
MEM 962.257812 1721046193.6392
MEM 962.257812 1721046193.7400
MEM 962.257812 1721046193.8410
MEM 962.257812 1721046193.9419
MEM 962.257812 1721046194.0428
MEM 962.257812 1721046194.1436
MEM 962.257812 1721046194.2441
MEM 962.257812 1721046194.3449
MEM 962.257812 1721046194.4457
MEM 962.257812 1721046194.5465
MEM 962.257812 1721046194.6473
MEM 962.257812 1721046194.7480
MEM 962.257812 1721046194.8491
MEM 962.257812 1721046194.9502
MEM 962.257812 1721046195.0510
MEM 962.257812 1721046195.1518
MEM 962.257812 1721046195.2526
MEM 962.257812 1721046195.3531
MEM 962.257812 1721046195.4539
MEM 962.257812 1721046195.5549
MEM 962.257812 1721046195.6557
MEM 962.257812 1721046195.7567
MEM 962.257812 1721046195.8575
MEM 962.257812 1721046195.9585
MEM 962.257812 1721046196.0593
MEM 951.675781 1721046196.1634
MEM 951.675781 1721046196.2792
MEM 951.757812 1721046196.3819
MEM 951.757812 1721046196.4995
MEM 951.757812 1721046196.6003
MEM 951.757812 1721046196.7068
MEM 951.792969 1721046196.8075
MEM 951.792969 1721046196.9115
MEM 952.050781 1721046197.0121
MEM 952.285156 1721046197.1127
MEM 952.671875 1721046197.2138
MEM 953.265625 1721046197.3142
MEM 953.593750 1721046197.4148
MEM 954.484375 1721046197.5155
MEM 954.769531 1721046197.6166
MEM 955.054688 1721046197.7170
MEM 955.312500 1721046197.8177
MEM 957.656250 1721046197.9185
MEM 957.859375 1721046198.0193
MEM 957.968750 1721046198.1199
MEM 957.972656 1721046198.2205
MEM 957.988281 1721046198.3211
MEM 958.000000 1721046198.4216
MEM 958.011719 1721046198.5223
MEM 958.023438 1721046198.6229
MEM 958.035156 1721046198.7235
MEM 958.054688 1721046198.8241
MEM 958.070312 1721046198.9246
MEM 958.082031 1721046199.0248
MEM 958.093750 1721046199.1253
MEM 958.105469 1721046199.2260
MEM 958.121094 1721046199.3264
MEM 958.132812 1721046199.4269
MEM 958.144531 1721046199.5276
MEM 958.156250 1721046199.6282
MEM 958.167969 1721046199.7287
MEM 958.179688 1721046199.8289
MEM 958.191406 1721046199.9294
MEM 958.199219 1721046200.0299
MEM 958.214844 1721046200.1305
MEM 958.222656 1721046200.2310
MEM 958.230469 1721046200.3317
MEM 958.242188 1721046200.4323
MEM 958.253906 1721046200.5327
MEM 958.265625 1721046200.6334
MEM 958.328125 1721046200.7336
MEM 958.328125 1721046200.8343
MEM 958.289062 1721046200.9348
MEM 958.289062 1721046201.0354
MEM 958.289062 1721046201.1361
MEM 958.292969 1721046201.2366
MEM 958.300781 1721046201.3369
MEM 958.308594 1721046201.4375
MEM 958.316406 1721046201.5381
MEM 958.324219 1721046201.6385
MEM 958.332031 1721046201.7391
MEM 958.339844 1721046201.8397
MEM 958.347656 1721046201.9403
MEM 958.414062 1721046202.0409
MEM 958.414062 1721046202.1415
MEM 958.414062 1721046202.2421
MEM 958.414062 1721046202.3426
MEM 958.414062 1721046202.4436
MEM 958.414062 1721046202.5442
MEM 958.414062 1721046202.6447
MEM 958.414062 1721046202.7453
MEM 958.476562 1721046202.8458
MEM 958.476562 1721046202.9465
MEM 958.476562 1721046203.0470
MEM 958.476562 1721046203.1475
MEM 958.476562 1721046203.2482
MEM 958.476562 1721046203.3488
MEM 958.476562 1721046203.4495
MEM 958.476562 1721046203.5500
MEM 958.539062 1721046203.6506
MEM 958.539062 1721046203.7512
MEM 958.539062 1721046203.8518
MEM 958.750000 1721046203.9526
MEM 959.511719 1721046204.0537
MEM 960.109375 1721046204.1547
MEM 960.632812 1721046204.2558
MEM 961.406250 1721046204.3568
MEM 961.601562 1721046204.4574
MEM 961.632812 1721046204.5583
MEM 961.671875 1721046204.6587
MEM 961.683594 1721046204.7596
MEM 961.695312 1721046204.8602
MEM 961.710938 1721046204.9607
MEM 961.726562 1721046205.0615
MEM 961.746094 1721046205.1623
MEM 961.753906 1721046205.2628
MEM 961.769531 1721046205.3637
MEM 961.777344 1721046205.4641
MEM 961.789062 1721046205.5646
MEM 961.800781 1721046205.6657
MEM 961.808594 1721046205.7668
MEM 961.820312 1721046205.8673
MEM 961.832031 1721046205.9684
MEM 961.843750 1721046206.0691
MEM 961.863281 1721046206.1698
MEM 961.878906 1721046206.2705
MEM 961.894531 1721046206.3713
MEM 961.906250 1721046206.4718
MEM 961.925781 1721046206.5723
MEM 961.945312 1721046206.6725
MEM 961.960938 1721046206.7732
MEM 961.976562 1721046206.8738
MEM 961.984375 1721046206.9746
MEM 961.992188 1721046207.0750
MEM 962.007812 1721046207.1758
MEM 962.019531 1721046207.2769
MEM 962.031250 1721046207.3774
MEM 962.042969 1721046207.4784
MEM 962.054688 1721046207.5792
MEM 962.066406 1721046207.6799
MEM 962.074219 1721046207.7806
MEM 962.140625 1721046207.8814
MEM 962.140625 1721046207.9822
MEM 961.960938 1721046208.0831
MEM 962.328125 1721046208.1835
MEM 962.714844 1721046208.2844
MEM 963.183594 1721046208.3853
MEM 963.976562 1721046208.4857
MEM 964.644531 1721046208.5867
MEM 965.746094 1721046208.6878
MEM 966.617188 1721046208.7885
MEM 966.949219 1721046208.8896
MEM 967.789062 1721046208.9907
MEM 968.820312 1721046209.0918
MEM 969.238281 1721046209.1927
MEM 975.773438 1721046209.2932
MEM 976.562500 1721046209.3940
MEM 976.832031 1721046209.4950
MEM 977.183594 1721046209.5960
MEM 977.503906 1721046209.6971
MEM 977.906250 1721046209.7978
MEM 978.503906 1721046209.8989
MEM 979.195312 1721046209.9995
MEM 979.656250 1721046210.1002
MEM 980.054688 1721046210.2010
MEM 981.015625 1721046210.3014
MEM 981.660156 1721046210.4018
MEM 982.398438 1721046210.5024
MEM 983.648438 1721046210.6032
MEM 984.441406 1721046210.7039
MEM 985.718750 1721046210.8046
MEM 986.195312 1721046210.9052
MEM 987.160156 1721046211.0058
MEM 988.410156 1721046211.1066
MEM 988.992188 1721046211.2073
MEM 989.609375 1721046211.3079
MEM 990.128906 1721046211.4087
MEM 991.183594 1721046211.5094
MEM 992.292969 1721046211.6098
MEM 993.820312 1721046211.7108
MEM 995.136719 1721046211.8115
MEM 995.792969 1721046211.9123
MEM 997.191406 1721046212.0133
MEM 997.851562 1721046212.1142
MEM 998.816406 1721046212.2148
MEM 999.429688 1721046212.3155
MEM 1000.101562 1721046212.4165
MEM 1007.859375 1721046212.5171
MEM 1013.160156 1721046212.6180
MEM 1013.199219 1721046212.7188
MEM 1013.199219 1721046212.8197
MEM 1013.199219 1721046212.9204
MEM 1013.160156 1721046213.0210
MEM 986.730469 1721046213.1216
MEM 986.734375 1721046213.2226
MEM 986.746094 1721046213.3236
MEM 986.789062 1721046213.4245
MEM 986.789062 1721046213.5251
MEM 986.789062 1721046213.6257
MEM 986.789062 1721046213.7264
MEM 988.851562 1721046213.8269
MEM 993.417969 1721046213.9281
MEM 993.449219 1721046214.0288
MEM 993.449219 1721046214.1296
MEM 993.449219 1721046214.2303
MEM 993.453125 1721046214.3309
MEM 993.457031 1721046214.4315
MEM 993.464844 1721046214.5320
MEM 993.464844 1721046214.6329
MEM 993.476562 1721046214.7335
MEM 993.484375 1721046214.8341
MEM 993.488281 1721046214.9350
MEM 993.488281 1721046215.0358
MEM 993.488281 1721046215.1364
MEM 993.492188 1721046215.2371
MEM 993.597656 1721046215.3377
MEM 993.769531 1721046215.4385
MEM 993.949219 1721046215.5390
MEM 994.171875 1721046215.6397
MEM 994.406250 1721046215.7405
MEM 994.687500 1721046215.8408
MEM 995.003906 1721046215.9417
MEM 995.347656 1721046216.0427
MEM 995.937500 1721046216.1437
MEM 996.503906 1721046216.2446
MEM 997.707031 1721046216.3457
MEM 998.320312 1721046216.4464
MEM 999.214844 1721046216.5473
MEM 1000.625000 1721046216.6480
MEM 1001.683594 1721046216.7488
MEM 1002.851562 1721046216.8497
MEM 1006.152344 1721046216.9504
MEM 1006.460938 1721046217.0513
MEM 1007.632812 1721046217.1524
MEM 1008.144531 1721046217.2535
MEM 1008.355469 1721046217.3542
MEM 1008.359375 1721046217.4548
MEM 1008.414062 1721046217.5555
MEM 1008.500000 1721046217.6561
MEM 1025.265625 1721046217.7566
MEM 1050.308594 1721046217.8571
MEM 1060.535156 1721046217.9576
MEM 1075.101562 1721046218.0583
MEM 1104.496094 1721046218.1591
MEM 1110.402344 1721046218.2595
MEM 1110.402344 1721046218.3599
MEM 1111.808594 1721046218.4610
MEM 1110.425781 1721046218.5623
MEM 1110.425781 1721046218.6628
MEM 1112.796875 1721046218.7631
MEM 1112.796875 1721046218.8644
MEM 1112.789062 1721046218.9650
MEM 1112.792969 1721046219.0654
MEM 1112.812500 1721046219.1659
MEM 1112.812500 1721046219.2668
MEM 1118.570312 1721046219.3673
MEM 1118.605469 1721046219.4680
MEM 1119.304688 1721046219.5684
MEM 1119.308594 1721046219.6691
MEM 1119.308594 1721046219.7696
MEM 1119.308594 1721046219.8703
MEM 1119.312500 1721046219.9708
MEM 1119.320312 1721046220.0715
MEM 1119.339844 1721046220.1720
MEM 1119.507812 1721046220.2724
MEM 1119.511719 1721046220.3731
MEM 1119.515625 1721046220.4736
MEM 1119.519531 1721046220.5742
MEM 1119.519531 1721046220.6747
MEM 1119.519531 1721046220.7752
MEM 1119.519531 1721046220.8759
MEM 1119.519531 1721046220.9761
MEM 1119.519531 1721046221.0764
MEM 1119.519531 1721046221.1772
MEM 1119.519531 1721046221.2778
MEM 1119.519531 1721046221.3783
MEM 1119.519531 1721046221.4788
MEM 1119.519531 1721046221.5793
MEM 1119.519531 1721046221.6799
MEM 1119.519531 1721046221.7806
MEM 1119.519531 1721046221.8811
MEM 1119.519531 1721046221.9817
MEM 1119.519531 1721046222.0823
MEM 1119.519531 1721046222.1826
MEM 1119.519531 1721046222.2833
MEM 1119.519531 1721046222.3837
MEM 1119.519531 1721046222.4843
MEM 1119.519531 1721046222.5850
MEM 1119.519531 1721046222.6855
MEM 1119.519531 1721046222.7861
MEM 1119.519531 1721046222.8867
MEM 1119.519531 1721046222.9872
MEM 1119.519531 1721046223.0877
MEM 1119.519531 1721046223.1882
MEM 1119.519531 1721046223.2886
MEM 1119.519531 1721046223.3888
MEM 1119.519531 1721046223.4895
MEM 1119.519531 1721046223.5899
MEM 1119.519531 1721046223.6905
MEM 1119.519531 1721046223.7912
MEM 1119.519531 1721046223.8917
MEM 1119.519531 1721046223.9923
MEM 1119.519531 1721046224.0926
MEM 1119.519531 1721046224.1933
MEM 1119.582031 1721046224.2937
MEM 1119.582031 1721046224.3944
MEM 1119.582031 1721046224.4949
MEM 1119.582031 1721046224.5954
MEM 1119.582031 1721046224.6961
MEM 1119.582031 1721046224.7964
MEM 1119.644531 1721046224.8969
MEM 1119.644531 1721046224.9973
MEM 1119.644531 1721046225.0978
MEM 1119.644531 1721046225.1985
MEM 1119.644531 1721046225.2994
MEM 1119.644531 1721046225.3997
MEM 1119.707031 1721046225.5003
MEM 1119.707031 1721046225.6006
MEM 1119.707031 1721046225.7012
MEM 1119.707031 1721046225.8018
MEM 1119.707031 1721046225.9024
MEM 1119.769531 1721046226.0030
MEM 1119.769531 1721046226.1035
MEM 1119.769531 1721046226.2037
MEM 1119.769531 1721046226.3042
MEM 1119.683594 1721046226.4052
MEM 1120.027344 1721046226.5058
MEM 1120.378906 1721046226.6065
MEM 1120.445312 1721046226.7074
MEM 1120.503906 1721046226.8079
MEM 1120.562500 1721046226.9087
MEM 1122.937500 1721046227.0091
MEM 1130.375000 1721046227.1098
MEM 1135.644531 1721046227.2107
MEM 1135.902344 1721046227.3115
MEM 1135.925781 1721046227.4122
MEM 1135.949219 1721046227.5124
MEM 1135.949219 1721046227.6131
MEM 1135.949219 1721046227.7138
MEM 1135.949219 1721046227.8143
MEM 1135.949219 1721046227.9150
MEM 1135.949219 1721046228.0160
MEM 1135.949219 1721046228.1166
MEM 1135.949219 1721046228.2173
MEM 1135.949219 1721046228.3177
MEM 1135.949219 1721046228.4190
MEM 1135.949219 1721046228.5203
MEM 1135.949219 1721046228.6215
MEM 1135.949219 1721046228.7224
MEM 1135.949219 1721046228.8237
MEM 1135.949219 1721046228.9245
MEM 1135.949219 1721046229.0254
MEM 1135.949219 1721046229.1265
MEM 1135.949219 1721046229.2278
MEM 1135.949219 1721046229.3288
MEM 1135.949219 1721046229.4294
MEM 1135.949219 1721046229.5305
MEM 1135.949219 1721046229.6311
MEM 1135.949219 1721046229.7318
MEM 1135.949219 1721046229.8324
MEM 1135.949219 1721046229.9329
MEM 1135.949219 1721046230.0340
MEM 1135.949219 1721046230.1349
MEM 1135.949219 1721046230.2356
MEM 1135.949219 1721046230.3364
MEM 1148.039062 1721046230.4369
MEM 1141.968750 1721046230.5381
MEM 1142.152344 1721046230.6391
MEM 1141.457031 1721046230.7396
MEM 1147.363281 1721046230.8401
MEM 1142.078125 1721046230.9409
MEM 1145.578125 1721046231.0416
MEM 1154.558594 1721046231.1424
MEM 1155.828125 1721046231.2432
MEM 1154.652344 1721046231.3442
MEM 1154.660156 1721046231.4446
MEM 1154.664062 1721046231.5451
MEM 1154.664062 1721046231.6455
MEM 1154.664062 1721046231.7463
MEM 1154.664062 1721046231.8470
MEM 1154.664062 1721046231.9479
MEM 1154.664062 1721046232.0483
MEM 1154.664062 1721046232.1488
MEM 1154.664062 1721046232.2500
MEM 1154.664062 1721046232.3512
MEM 1154.664062 1721046232.4520
MEM 1154.664062 1721046232.5524
MEM 1154.664062 1721046232.6530
MEM 1154.664062 1721046232.7538
MEM 1154.664062 1721046232.8550
MEM 1154.664062 1721046232.9559
MEM 1154.664062 1721046233.0571
MEM 1154.664062 1721046233.1576
MEM 1154.664062 1721046233.2585
MEM 1154.664062 1721046233.3594
MEM 1154.664062 1721046233.4602
MEM 1154.664062 1721046233.5613
MEM 1154.664062 1721046233.6623
MEM 1154.664062 1721046233.7632
MEM 1154.664062 1721046233.8641
MEM 1154.664062 1721046233.9649
MEM 1154.664062 1721046234.0658
MEM 1154.664062 1721046234.1665
MEM 1154.664062 1721046234.2668
MEM 1143.941406 1721046234.3929
MEM 1143.941406 1721046234.4955
MEM 1143.941406 1721046234.6033
MEM 1143.941406 1721046234.7245
MEM 1143.941406 1721046234.8270
MEM 1143.941406 1721046234.9278
MEM 1143.941406 1721046235.0441
MEM 1143.941406 1721046235.1643
MEM 1143.941406 1721046235.2654
MEM 1143.941406 1721046235.3660
MEM 1143.968750 1721046235.4684
MEM 1144.226562 1721046235.5687
MEM 1144.414062 1721046235.6694
MEM 1144.566406 1721046235.7700
MEM 1144.785156 1721046235.8706
MEM 1145.023438 1721046235.9713
MEM 1145.261719 1721046236.0719
MEM 1145.449219 1721046236.1724
MEM 1145.675781 1721046236.2731
MEM 1145.921875 1721046236.3734
MEM 1146.160156 1721046236.4745
MEM 1146.640625 1721046236.5755
MEM 1146.660156 1721046236.6760
MEM 1146.765625 1721046236.7766
MEM 1146.765625 1721046236.8771
MEM 1146.765625 1721046236.9777
MEM 1146.765625 1721046237.0783
MEM 1146.765625 1721046237.1788
MEM 1146.828125 1721046237.2794
MEM 1146.828125 1721046237.3800
MEM 1146.828125 1721046237.4806
MEM 1146.828125 1721046237.5812
MEM 1146.832031 1721046237.6817
MEM 1146.832031 1721046237.7824
MEM 1146.843750 1721046237.8830
MEM 1146.855469 1721046237.9835
MEM 1146.863281 1721046238.0840
MEM 1146.882812 1721046238.1845
MEM 1146.894531 1721046238.2848
MEM 1146.910156 1721046238.3851
MEM 1146.925781 1721046238.4857
MEM 1146.937500 1721046238.5863
MEM 1146.949219 1721046238.6869
MEM 1146.960938 1721046238.7875
MEM 1146.972656 1721046238.8879
MEM 1146.984375 1721046238.9880
MEM 1146.996094 1721046239.0886
MEM 1147.011719 1721046239.1891
MEM 1147.078125 1721046239.2898
MEM 1147.078125 1721046239.3903
MEM 1147.078125 1721046239.4907
MEM 1147.078125 1721046239.5912
MEM 1147.078125 1721046239.6916
MEM 1147.078125 1721046239.7924
MEM 1147.085938 1721046239.8927
MEM 1147.097656 1721046239.9931
MEM 1147.105469 1721046240.0937
MEM 1147.117188 1721046240.1941
MEM 1147.128906 1721046240.2946
MEM 1147.136719 1721046240.3949
MEM 1147.203125 1721046240.4951
MEM 1147.203125 1721046240.5957
MEM 1147.203125 1721046240.6963
MEM 1147.203125 1721046240.7970
MEM 1147.203125 1721046240.8980
MEM 1147.203125 1721046240.9983
MEM 1147.203125 1721046241.0988
MEM 1147.265625 1721046241.1991
MEM 1147.265625 1721046241.2998
MEM 1147.265625 1721046241.4000
MEM 1147.265625 1721046241.5009
MEM 1147.265625 1721046241.6014
MEM 1147.265625 1721046241.7019
MEM 1147.269531 1721046241.8025
MEM 1147.269531 1721046241.9029
MEM 1147.281250 1721046242.0034
MEM 1147.269531 1721046242.1038
MEM 1147.464844 1721046242.2043
MEM 1147.656250 1721046242.3045
MEM 1147.804688 1721046242.4050
MEM 1147.988281 1721046242.5054
MEM 1148.105469 1721046242.6059
MEM 1148.375000 1721046242.7064
MEM 1148.476562 1721046242.8071
MEM 1148.492188 1721046242.9076
MEM 1148.511719 1721046243.0082
MEM 1148.531250 1721046243.1090
MEM 1148.558594 1721046243.2109
MEM 1148.574219 1721046243.3114
MEM 1148.640625 1721046243.4118
MEM 1148.644531 1721046243.5123
MEM 1148.644531 1721046243.6128
MEM 1148.644531 1721046243.7134
MEM 1148.648438 1721046243.8138
MEM 1148.660156 1721046243.9142
MEM 1148.679688 1721046244.0148
MEM 1148.703125 1721046244.1156
MEM 1148.726562 1721046244.2159
MEM 1148.742188 1721046244.3167
MEM 1148.757812 1721046244.4169
MEM 1148.773438 1721046244.5173
MEM 1148.839844 1721046244.6181
MEM 1148.839844 1721046244.7185
MEM 1148.843750 1721046244.8189
MEM 1148.855469 1721046244.9192
MEM 1148.855469 1721046245.0196
MEM 1148.867188 1721046245.1200
MEM 1148.890625 1721046245.2206
MEM 1148.906250 1721046245.3213
MEM 1148.929688 1721046245.4216
MEM 1149.003906 1721046245.5221
MEM 1149.191406 1721046245.6227
MEM 1149.652344 1721046245.7234
MEM 1149.894531 1721046245.8241
MEM 1150.343750 1721046245.9244
MEM 1150.648438 1721046246.0254
MEM 1150.941406 1721046246.1260
MEM 1151.464844 1721046246.2266
MEM 1152.187500 1721046246.3276
MEM 1152.421875 1721046246.4282
MEM 1152.921875 1721046246.5288
MEM 1153.519531 1721046246.6297
MEM 1153.812500 1721046246.7305
MEM 1156.082031 1721046246.8310
MEM 1156.601562 1721046246.9317
MEM 1157.261719 1721046247.0322
MEM 1157.460938 1721046247.1328
MEM 1157.796875 1721046247.2333
MEM 1158.070312 1721046247.3343
MEM 1158.394531 1721046247.4349
MEM 1158.726562 1721046247.5360
MEM 1159.003906 1721046247.6363
MEM 1159.273438 1721046247.7368
MEM 1159.496094 1721046247.8374
MEM 1159.828125 1721046247.9380
MEM 1160.140625 1721046248.0391
MEM 1160.285156 1721046248.1397
MEM 1160.601562 1721046248.2404
MEM 1160.929688 1721046248.3411
MEM 1161.238281 1721046248.4415
MEM 1161.476562 1721046248.5422
MEM 1161.750000 1721046248.6430
MEM 1162.031250 1721046248.7434
MEM 1162.679688 1721046248.8441
MEM 1162.988281 1721046248.9446
MEM 1163.359375 1721046249.0451
MEM 1163.554688 1721046249.1459
MEM 1163.808594 1721046249.2467
MEM 1164.128906 1721046249.3478
MEM 1164.472656 1721046249.4485
MEM 1164.703125 1721046249.5495
MEM 1165.062500 1721046249.6502
MEM 1165.402344 1721046249.7506
MEM 1165.792969 1721046249.8516
MEM 1166.183594 1721046249.9527
MEM 1166.503906 1721046250.0536
MEM 1166.851562 1721046250.1546
MEM 1167.199219 1721046250.2555
MEM 1177.351562 1721046250.3562
MEM 1177.664062 1721046250.4573
MEM 1177.851562 1721046250.5578
MEM 1178.046875 1721046250.6588
MEM 1179.453125 1721046250.7595
MEM 1180.238281 1721046250.8600
MEM 1180.246094 1721046250.9603
MEM 1180.250000 1721046251.0609
MEM 1180.292969 1721046251.1612
MEM 1180.343750 1721046251.2618
MEM 1180.816406 1721046251.3622
MEM 1206.457031 1721046251.4628
MEM 1209.562500 1721046251.5633
MEM 1210.265625 1721046251.6642
MEM 1211.003906 1721046251.7648
MEM 1211.230469 1721046251.8652
MEM 1211.554688 1721046251.9661
MEM 1211.859375 1721046252.0668
MEM 1212.183594 1721046252.1672
MEM 1212.761719 1721046252.2681
MEM 1213.386719 1721046252.3688
MEM 1213.386719 1721046252.4699
MEM 1213.386719 1721046252.5706
MEM 1213.386719 1721046252.6714
MEM 1213.386719 1721046252.7721
MEM 1213.328125 1721046252.8730
MEM 1171.703125 1721046252.9736
MEM 1171.882812 1721046253.0743
MEM 1171.902344 1721046253.1748
MEM 1171.910156 1721046253.2758
MEM 1171.921875 1721046253.3766
MEM 1171.921875 1721046253.4774
MEM 1171.929688 1721046253.5781
MEM 1171.933594 1721046253.6789
MEM 1171.933594 1721046253.7799
MEM 1171.933594 1721046253.8806
MEM 1171.937500 1721046253.9811
MEM 1171.937500 1721046254.0818
MEM 1171.953125 1721046254.1824
MEM 1171.953125 1721046254.2834
MEM 1171.953125 1721046254.3838
MEM 1171.953125 1721046254.4845
MEM 1172.066406 1721046254.5853
MEM 1172.300781 1721046254.6863
MEM 1172.546875 1721046254.7873
MEM 1172.777344 1721046254.8882
MEM 1173.027344 1721046254.9889
MEM 1173.242188 1721046255.0893
MEM 1173.328125 1721046255.1899
MEM 1173.417969 1721046255.2907
MEM 1173.531250 1721046255.3913
MEM 1173.636719 1721046255.4923
MEM 1173.742188 1721046255.5929
MEM 1173.742188 1721046255.6940
MEM 1173.742188 1721046255.7950
MEM 1173.753906 1721046255.8954
MEM 1174.277344 1721046255.9961
MEM 1193.117188 1721046256.0966
MEM 1200.347656 1721046256.1975
MEM 1214.062500 1721046256.2980
MEM 1233.738281 1721046256.3987
MEM 1249.433594 1721046256.4994
MEM 1250.195312 1721046256.5999
MEM 1250.195312 1721046256.7007
MEM 1250.199219 1721046256.8011
MEM 1250.167969 1721046256.9018
MEM 1250.167969 1721046257.0027
MEM 1252.527344 1721046257.1030
MEM 1252.878906 1721046257.2033
MEM 1253.304688 1721046257.3041
MEM 1253.324219 1721046257.4049
MEM 1253.363281 1721046257.5054
MEM 1257.812500 1721046257.6063
MEM 1257.812500 1721046257.7074
MEM 1258.503906 1721046257.8081
MEM 1258.503906 1721046257.9088
MEM 1258.503906 1721046258.0097
MEM 1258.503906 1721046258.1104
MEM 1258.527344 1721046258.2111
MEM 1258.613281 1721046258.3117
MEM 1258.667969 1721046258.4123
MEM 1258.667969 1721046258.5127
MEM 1258.667969 1721046258.6133
MEM 1258.667969 1721046258.7138
MEM 1258.667969 1721046258.8143
MEM 1258.667969 1721046258.9145
MEM 1258.667969 1721046259.0153
MEM 1258.667969 1721046259.1155
MEM 1258.667969 1721046259.2160
MEM 1258.667969 1721046259.3167
MEM 1258.667969 1721046259.4170
MEM 1258.667969 1721046259.5176
MEM 1258.667969 1721046259.6178
MEM 1258.667969 1721046259.7183
MEM 1258.667969 1721046259.8190
MEM 1258.667969 1721046259.9197
MEM 1258.667969 1721046260.0202
MEM 1258.667969 1721046260.1209
MEM 1258.667969 1721046260.2215
MEM 1258.667969 1721046260.3218
MEM 1258.667969 1721046260.4221
MEM 1258.667969 1721046260.5232
MEM 1258.667969 1721046260.6237
MEM 1258.667969 1721046260.7244
MEM 1258.667969 1721046260.8249
MEM 1258.667969 1721046260.9254
MEM 1258.667969 1721046261.0261
MEM 1258.667969 1721046261.1266
MEM 1258.667969 1721046261.2270
MEM 1258.667969 1721046261.3272
MEM 1258.667969 1721046261.4279
MEM 1258.667969 1721046261.5284
MEM 1258.667969 1721046261.6290
MEM 1258.667969 1721046261.7294
MEM 1258.667969 1721046261.8303
MEM 1258.667969 1721046261.9310
MEM 1258.667969 1721046262.0316
MEM 1258.667969 1721046262.1321
MEM 1258.667969 1721046262.2326
MEM 1258.667969 1721046262.3331
MEM 1258.667969 1721046262.4335
MEM 1258.667969 1721046262.5337
MEM 1258.667969 1721046262.6343
MEM 1258.667969 1721046262.7345
MEM 1258.667969 1721046262.8350
MEM 1258.667969 1721046262.9357
MEM 1258.667969 1721046263.0359
MEM 1258.667969 1721046263.1364
MEM 1258.667969 1721046263.2369
MEM 1258.667969 1721046263.3380
MEM 1258.667969 1721046263.4385
MEM 1258.667969 1721046263.5389
MEM 1258.667969 1721046263.6395
MEM 1258.667969 1721046263.7397
MEM 1258.667969 1721046263.8400
MEM 1258.667969 1721046263.9405
MEM 1258.667969 1721046264.0411
MEM 1258.667969 1721046264.1415
MEM 1258.492188 1721046264.2422
MEM 1258.507812 1721046264.3426
MEM 1258.925781 1721046264.4434
MEM 1259.042969 1721046264.5442
MEM 1259.089844 1721046264.6445
MEM 1259.125000 1721046264.7453
MEM 1259.171875 1721046264.8460
MEM 1259.195312 1721046264.9467
MEM 1265.156250 1721046265.0470
MEM 1268.796875 1721046265.1475
MEM 1273.593750 1721046265.2480
MEM 1273.746094 1721046265.3484
MEM 1273.746094 1721046265.4488
MEM 1273.746094 1721046265.5493
MEM 1273.746094 1721046265.6500
MEM 1273.746094 1721046265.7505
MEM 1273.746094 1721046265.8509
MEM 1273.746094 1721046265.9518
MEM 1273.746094 1721046266.0524
MEM 1273.746094 1721046266.1534
MEM 1273.746094 1721046266.2542
MEM 1273.746094 1721046266.3552
MEM 1273.746094 1721046266.4560
MEM 1273.746094 1721046266.5572
MEM 1273.746094 1721046266.6582
MEM 1273.746094 1721046266.7591
MEM 1273.746094 1721046266.8599
MEM 1273.746094 1721046266.9609
MEM 1273.746094 1721046267.0617
MEM 1273.746094 1721046267.1627
MEM 1273.746094 1721046267.2635
MEM 1273.746094 1721046267.3644
MEM 1273.746094 1721046267.4654
MEM 1273.746094 1721046267.5665
MEM 1273.746094 1721046267.6675
MEM 1273.746094 1721046267.7687
MEM 1273.746094 1721046267.8692
MEM 1273.746094 1721046267.9702
MEM 1273.746094 1721046268.0713
MEM 1273.746094 1721046268.1725
MEM 1273.746094 1721046268.2734
MEM 1273.746094 1721046268.3741
MEM 1282.738281 1721046268.4748
MEM 1285.824219 1721046268.5753
MEM 1278.921875 1721046268.6756
MEM 1282.718750 1721046268.7767
MEM 1276.781250 1721046268.8779
MEM 1285.824219 1721046268.9788
MEM 1276.281250 1721046269.0793
MEM 1289.109375 1721046269.1802
MEM 1292.257812 1721046269.2808
MEM 1292.328125 1721046269.3813
MEM 1292.328125 1721046269.4817
MEM 1292.332031 1721046269.5824
MEM 1292.332031 1721046269.6828
MEM 1292.339844 1721046269.7834
MEM 1292.339844 1721046269.8838
MEM 1292.339844 1721046269.9841
MEM 1292.339844 1721046270.0846
MEM 1292.339844 1721046270.1850
MEM 1292.339844 1721046270.2854
MEM 1292.339844 1721046270.3860
MEM 1292.339844 1721046270.4868
MEM 1292.339844 1721046270.5874
MEM 1292.339844 1721046270.6885
MEM 1292.339844 1721046270.7898
MEM 1292.339844 1721046270.8912
MEM 1292.339844 1721046270.9924
MEM 1292.339844 1721046271.0933
MEM 1292.339844 1721046271.1941
MEM 1292.339844 1721046271.2954
MEM 1292.339844 1721046271.3960
MEM 1292.339844 1721046271.4971
MEM 1292.339844 1721046271.5977
MEM 1292.339844 1721046271.6982
MEM 1292.339844 1721046271.7990
MEM 1292.339844 1721046271.8998
MEM 1292.339844 1721046272.0002
